"Addendum FF -- ASC Device Offset Percentages for CY 2022                                                                                                     
 (For Covered Surgical Procedures and Surgical Procedures for Which Payment is Packaged)",,,,,,,
"CPT codes and descriptions only are copyright 2021 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2021 American Dental Association.  All Rights Reserved. The existence or absence of a HCPCS code does not mean that an item or service is covered or non-covered. As a reminder, the fact that a drug, device, procedure, or service is assigned a HCPCS code and a payment rate under the OPPS does not imply coverage by the Medicare program, but indicates only how the product, procedure, or service may be paid if covered by the program. Medicare Administrative Contractors (MACs) determine whether a drug, device, procedure, or other service meets all program requirements for coverage. For example, MACs determine that it is reasonable and necessary to treat the beneficiary’s condition and whether it is excluded from payment.",,,,,,,
0351T,,Intraop oct brst/node spec,N1,,,0.00%,
0353T,,Intraop oct breast cavity,N1,,,0.00%,
0379T,,Vis field assmnt tech suppt,N1,,,0.00%,
0397T,,Ercp w/optical endomicroscpy,N1,,,0.00%,
0402T,,Colgn cross-link crn med sep,R2,5503,"$1,722.85",0.00%,$0.00
0404T,,Trnscrv uterin fibroid abltj,J8,5416,"$5,617.30",31.00%,"$1,741.36"
0408T,,Insj/rplc cardiac modulj sys,J8,5231,"$23,334.26",50.73%,"$11,837.47"
0409T,,Insj/rplc car modulj pls gn,J8,5231,"$23,334.26",31.00%,"$7,233.62"
0410T,,Insj/rplc car modulj atr elt,J8,5222,"$8,192.52",31.00%,"$2,539.68"
0411T,,Insj/rplc car modulj vnt elt,J8,5222,"$8,192.52",31.00%,"$2,539.68"
0412T,,Rmvl cardiac modulj pls gen,G2,5221,"$3,516.82",0.00%,$0.00
0413T,,Rmvl car modulj tranvns elt,G2,5221,"$3,516.82",0.00%,$0.00
0414T,,Rmvl & rpl car modulj pls gn,J8,5231,"$23,334.26",31.00%,"$7,233.62"
0415T,,Repos car modulj tranvns elt,G2,5181,$552.04,0.00%,$0.00
0416T,,Reloc skin pocket pls gen,G2,5054,"$1,749.26",0.00%,$0.00
0419T,,Dstrj neurofibroma xtnsv,R2,5053,$534.89,0.00%,$0.00
0420T,,Dstrj neurofibroma xtnsv,R2,5053,$534.89,0.00%,$0.00
0421T,,Waterjet prostate abltj cmpl,G2,5376,"$8,196.68",0.00%,$0.00
0424T,,Insj/rplc nstim apnea compl,J8,5465,"$26,379.78",30.62%,"$8,077.49"
0425T,,Insj/rplc nstim apnea sen ld,G2,5463,"$12,266.39",0.00%,$0.00
0426T,,Insj/rplc nstim apnea stm ld,G2,5463,"$12,266.39",25.56%,"$1,588.49"
0427T,,Insj/rplc nstim apnea pls gn,J8,5465,"$26,379.78",79.82%,"$21,056.34"
0428T,,Rmvl nstim apnea pls gen,J8,5461,"$3,700.07",31.00%,"$1,147.02"
0429T,,Rmvl nstim apnea sen ld,G2,5461,"$3,700.07",0.00%,$0.00
0430T,,Rmvl nstim apnea stimj ld,G2,5461,"$3,700.07",0.00%,$0.00
0431T,,Rmvl/rplc nstim apnea pls gn,J8,5465,"$26,379.78",81.10%,"$21,394.00"
0432T,,Repos nstim apnea stimj ld,J8,5461,"$3,700.07",31.00%,"$1,147.02"
0433T,,Repos nstim apnea sensing ld,G2,5461,"$3,700.07",0.00%,$0.00
0434T,,Interro eval npgs apnea,G2,5742,$102.53,0.00%,$0.00
0437T,,Impltj synth rnfcmt abdl wal,N1,,,0.00%,
0439T,,Myocrd contrast prfuj echo,N1,,,0.00%,
0440T,,Abltj perc uxtr/perph nrv,G2,5431,"$1,628.21",0.00%,$0.00
0441T,,Abltj perc lxtr/perph nrv,G2,5431,"$1,628.21",0.00%,$0.00
0442T,,Abltj perc plex/trncl nrv,J8,5432,"$4,925.95",70.24%,"$3,459.99"
0443T,,R-t spctrl alys prst8 tiss,N1,,,0.00%,
0444T,,1st plmt drug elut oc ins,N1,,,0.00%,
0445T,,Sbsqt plmt drug elut oc ins,N1,,,0.00%,
0446T,,Insj impltbl glucose sensor,G2,5054,"$1,749.26",0.00%,$0.00
0447T,,Rmvl impltbl glucose sensor,G2,5051,$183.40,0.00%,$0.00
0448T,,Remvl insj impltbl gluc sens,G2,5054,"$1,749.26",0.00%,$0.00
0449T,,Insj aqueous drain dev 1st,J8,5492,"$3,783.40",56.61%,"$2,141.78"
0450T,,Insj aqueous drain dev each,N1,,,0.00%,
0465T,,Supchrdl njx rx w/o supply,R2,5694,$325.64,0.00%,$0.00
0471T,,Oct skn img acquisj i&r addl,N1,,,0.00%,
0479T,,Fxjl abl lsr 1st 100 sq cm,G2,5053,$534.89,0.65%,$1.76
0480T,,Fxjl abl lsr ea addl 100sqcm,N1,,,0.00%,
0487T,,Trvg biomchn mapg w/reprt,N1,,,0.00%,
0491T,,Abl lsr opn wnd 1st 20 sqcm,G2,5052,$353.00,0.00%,$0.00
0492T,,Abl lsr opn wnd addl 20 sqcm,N1,,,0.00%,
0493T,,Cntc near ifr spectrsc wound,N1,,,0.00%,
0499T,,Cysto f/urtl strix/stenosis,G2,5374,"$2,819.74",18.80%,$268.58
0502T,,Cor ffr data prep & transmis,N1,,,0.00%,
0503T,,Cor ffr alys gnrj ffr mdl,N1,,,0.00%,
0510T,,Rmvl sinus tarsi implant,G2,5113,"$2,684.96",0.00%,$0.00
0511T,,Rmvl&rinsj sinus tarsi implt,J8,5114,"$5,917.60",49.01%,"$2,900.22"
0512T,,Esw integ wnd hlg 1st wnd,R2,5051,$183.40,0.00%,$0.00
0513T,,Esw integ wnd hlg ea addl,N1,,,0.00%,
0514T,,Intraop vis axis id pt fixj,N1,,,0.00%,
0523T,,Ntrapx c ffr w/3d funcjl map,N1,,,0.00%,
0524T,,Ev cath dir chem abltj w/img,G2,5183,"$2,758.87",0.00%,$0.00
0525T,,Insj/rplcmt compl iims,J8,5223,"$9,703.78",31.00%,"$3,008.17"
0526T,,Insj/rplcmt iims eltrd only,J8,5222,"$8,192.52",31.00%,"$2,539.68"
0527T,,Insj/rplcmt iims implt mntr,G2,5222,"$8,192.52",0.00%,$0.00
0530T,,Removal complete iims,G2,5221,"$3,516.82",0.00%,$0.00
0531T,,Removal iims electrode only,G2,5221,"$3,516.82",0.00%,$0.00
0532T,,Removal iims implt mntr only,G2,5221,"$3,516.82",0.00%,$0.00
0583T,,Tmpst auto tube dlvr sys,J8,5163,"$1,037.78",31.00%,$321.71
0587T,,Perq impltj/rplcmt isdns ptn,J8,5462,"$6,078.01",56.90%,"$3,458.39"
0588T,,Revision/removal isdns ptn,R2,5461,"$3,700.07",0.00%,$0.00
0594T,,Osteot hum xtrnl lngth dev,J8,5114,"$5,917.60",31.00%,"$1,834.46"
0596T,,Temp fml iu vlv-pmp 1st insj,R2,5372,$587.56,0.00%,$0.00
0597T,,Temp fml iu valve-pmp rplcmt,R2,5372,$587.56,0.00%,$0.00
0600T,,Ire abltj 1+tum organ perq,J8,5362,"$7,672.98",62.20%,"$4,772.59"
0601T,,Ire abltj 1+tumors open,J8,5362,"$7,672.98",31.00%,"$2,378.62"
0614T,,Rmvl&rplcmt ss impl dfb pg,J8,5231,"$23,334.26",31.00%,"$7,233.62"
0616T,,Insertion of iris prosthesis,J8,5491,"$2,096.97",31.00%,$650.06
0617T,,Insj iris prosth w/rmvl&insj,J8,5492,"$3,783.40",31.00%,"$1,172.85"
0618T,,Insj iris prosth sec io lens,J8,5492,"$3,783.40",31.00%,"$1,172.85"
0619T,,Cysto w/prst8 commissurotomy,J8,5375,"$4,168.14",31.00%,"$1,292.12"
0620T,,Evasc ven artlz tibl/prnl vn,J8,5194,"$14,263.19",31.00%,"$4,421.59"
0627T,,Perq njx algc fluor lmbr 1st,G2,5115,"$11,869.70",0.00%,$0.00
0628T,,Perq njx algc fluor lmbr ea,N1,,,0.00%,
0629T,,Perq njx algc ct lmbr 1st,G2,5115,"$11,869.70",0.00%,$0.00
0630T,,Perq njx algc ct lmbr ea,N1,,,0.00%,
0632T,,Perq tcat us abltj nrv p-art,J8,5194,"$14,263.19",31.00%,"$4,421.59"
0644T,,Tcat rmvl/dblk icar mas perq,J8,5192,"$4,354.32",31.00%,"$1,349.84"
0647T,,Insj gtube perq mag gastrpxy,J8,5302,"$1,393.88",31.00%,$432.10
0651T,,Mag ctrld capsule endoscopy,J8,5301,$826.39,31.00%,$256.18
0652T,,Egd flx transnasal dx br/wa,J8,5301,$826.39,31.00%,$256.18
0653T,,Egd flx transnasal bx 1/mlt,J8,5301,$826.39,31.00%,$256.18
0654T,,Egd flx transnasal tube/cath,J8,5302,"$1,393.88",31.00%,$432.10
0655T,,Tprnl focal abltj mal prst8,G2,5374,"$2,819.74",0.00%,$0.00
0671T,,Insj ant sgm aq drg dev 1+,J8,5491,"$2,096.97",52.03%,"$1,091.05"
0673T,,Abltj b9 thyr ndul perq lasr,G2,5072,"$1,200.16",0.00%,$0.00
0686T,,Histotripsy mal hepatcel tis,G2,1575,"$12,500.50",0.00%,$0.00
0699T,,Njx pst chmbr eye medication,G2,5491,"$2,096.97",0.00%,$0.00
0707T,,Njx b1 sub mtrl sbchdrl dfct,J8,5113,"$2,684.96",31.00%,$832.34
0714T,,Tprnl lsr ablt b9 prst8 hypr,G2,5375,"$4,168.14",0.00%,$0.00
10004,,Fna bx w/o img gdn ea addl,N1,,,0.00%,
10005,,Fna bx w/us gdn 1st les,G2,5071,$635.54,0.14%,$0.45
10006,,Fna bx w/us gdn ea addl,N1,,,0.00%,
10007,,Fna bx w/fluor gdn 1st les,P3,5071,$635.54,0.61%,$1.48
10008,,Fna bx w/fluor gdn ea addl,N1,,,0.00%,
10009,,Fna bx w/ct gdn 1st les,G2,5071,$635.54,1.02%,$3.28
10010,,Fna bx w/ct gdn ea addl,N1,,,0.00%,
10011,,Fna bx w/mr gdn 1st les,R2,5071,$635.54,0.00%,$0.00
10012,,Fna bx w/mr gdn ea addl,N1,,,0.00%,
10021,,Fna bx w/o img gdn 1st les,P3,5052,$353.00,0.07%,$0.05
10030,,Guide cathet fluid drainage,G2,5071,$635.54,14.84%,$47.78
10035,,Perq dev soft tiss 1st imag,N1,,,23.27%,
10036,,Perq dev soft tiss add imag,N1,,,0.00%,
10040,,Acne surgery,N1,,,0.00%,
10060,,Drainage of skin abscess,P3,5051,$183.40,0.06%,$0.05
10061,,Drainage of skin abscess,P3,5052,$353.00,0.19%,$0.23
10080,,Drainage of pilonidal cyst,P3,5071,$635.54,0.00%,$0.00
10081,,Drainage of pilonidal cyst,P3,5071,$635.54,0.00%,$0.00
10120,,Remove foreign body,P3,5052,$353.00,0.14%,$0.15
10121,,Remove foreign body,A2,5072,"$1,200.16",0.09%,$0.55
10140,,Drainage of hematoma/fluid,P3,5072,"$1,200.16",1.51%,$1.71
10160,,Puncture drainage of lesion,P3,5052,$353.00,2.28%,$1.93
10180,,Complex drainage wound,A2,5073,"$2,011.25",1.32%,$13.45
11000,,Debride infected skin,P3,5053,$534.89,1.16%,$0.43
11001,,Debride infected skin add-on,N1,,,0.00%,
11010,,Debride skin at fx site,A2,5071,$635.54,3.29%,$10.59
11011,,Debride skin musc at fx site,A2,5071,$635.54,14.45%,$46.53
11012,,Deb skin bone at fx site,A2,5073,"$2,011.25",2.81%,$28.63
11042,,Deb subq tissue 20 sq cm/<,A2,5052,$353.00,0.02%,$0.04
11043,,Deb musc/fascia 20 sq cm/<,A2,5053,$534.89,0.15%,$0.41
11044,,Deb bone 20 sq cm/<,A2,5072,"$1,200.16",0.54%,$3.28
11045,,Deb subq tissue add-on,N1,,,0.00%,
11046,,Deb musc/fascia add-on,N1,,,0.00%,
11047,,Deb bone add-on,N1,,,0.00%,
11055,,Trim skin lesion,N1,,,0.00%,
11056,,Trim skin lesions 2 to 4,N1,,,0.00%,
11057,,Trim skin lesions over 4,P3,5051,$183.40,0.00%,$0.00
11102,,Tangntl bx skin single les,P3,5051,$183.40,0.00%,$0.00
11103,,Tangntl bx skin ea sep/addl,N1,,,0.00%,
11104,,Punch bx skin single lesion,P3,5052,$353.00,0.01%,$0.01
11105,,Punch bx skin ea sep/addl,N1,,,0.00%,
11106,,Incal bx skn single les,P3,5053,$534.89,0.10%,$0.12
11107,,Incal bx skn ea sep/addl,N1,,,0.00%,
11200,,Removal of skin tags <w/15,N1,,,0.02%,
11201,,Remove skin tags add-on,N1,,,0.00%,
11300,,Shave skin lesion 0.5 cm/<,N1,,,0.00%,
11301,,Shave skin lesion 0.6-1.0 cm,N1,,,0.00%,
11302,,Shave skin lesion 1.1-2.0 cm,N1,,,0.00%,
11303,,Shave skin lesion >2.0 cm,N1,,,0.04%,
11305,,Shave skin lesion 0.5 cm/<,N1,,,0.00%,
11306,,Shave skin lesion 0.6-1.0 cm,N1,,,0.00%,
11307,,Shave skin lesion 1.1-2.0 cm,P2,5051,$183.40,0.00%,$0.00
11308,,Shave skin lesion >2.0 cm,N1,,,0.00%,
11310,,Shave skin lesion 0.5 cm/<,P3,5051,$183.40,0.00%,$0.00
11311,,Shave skin lesion 0.6-1.0 cm,P2,5051,$183.40,0.00%,$0.00
11312,,Shave skin lesion 1.1-2.0 cm,P3,5052,$353.00,0.00%,$0.00
11313,,Shave skin lesion >2.0 cm,P3,5052,$353.00,0.00%,$0.00
11400,,Exc tr-ext b9+marg 0.5 cm<,P3,5071,$635.54,0.04%,$0.04
11401,,Exc tr-ext b9+marg 0.6-1 cm,P3,5052,$353.00,0.06%,$0.07
11402,,Exc tr-ext b9+marg 1.1-2 cm,P3,5071,$635.54,0.10%,$0.12
11403,,Exc tr-ext b9+marg 2.1-3cm,P3,5071,$635.54,0.30%,$0.39
11404,,Exc tr-ext b9+marg 3.1-4 cm,A2,5072,"$1,200.16",0.10%,$0.61
11406,,Exc tr-ext b9+marg >4.0 cm,A2,5072,"$1,200.16",0.22%,$1.34
11420,,Exc h-f-nk-sp b9+marg 0.5/<,P3,5072,"$1,200.16",0.03%,$0.03
11421,,Exc h-f-nk-sp b9+marg 0.6-1,P3,5071,$635.54,0.02%,$0.02
11422,,Exc h-f-nk-sp b9+marg 1.1-2,P3,5072,"$1,200.16",0.01%,$0.01
11423,,Exc h-f-nk-sp b9+marg 2.1-3,P3,5072,"$1,200.16",0.03%,$0.04
11424,,Exc h-f-nk-sp b9+marg 3.1-4,A2,5072,"$1,200.16",0.24%,$1.46
11426,,Exc h-f-nk-sp b9+marg >4 cm,A2,5073,"$2,011.25",0.31%,$3.16
11440,,Exc face-mm b9+marg 0.5 cm/<,P3,5071,$635.54,0.04%,$0.04
11441,,Exc face-mm b9+marg 0.6-1 cm,P3,5071,$635.54,0.07%,$0.08
11442,,Exc face-mm b9+marg 1.1-2 cm,P3,5071,$635.54,0.06%,$0.08
11443,,Exc face-mm b9+marg 2.1-3 cm,P3,5072,"$1,200.16",0.03%,$0.04
11444,,Exc face-mm b9+marg 3.1-4 cm,A2,5072,"$1,200.16",0.00%,$0.00
11446,,Exc face-mm b9+marg >4 cm,A2,5073,"$2,011.25",0.02%,$0.20
11450,,Removal sweat gland lesion,A2,5073,"$2,011.25",0.03%,$0.31
11451,,Removal sweat gland lesion,A2,5073,"$2,011.25",0.03%,$0.31
11462,,Removal sweat gland lesion,A2,5073,"$2,011.25",0.01%,$0.10
11463,,Removal sweat gland lesion,A2,5073,"$2,011.25",0.00%,$0.00
11470,,Removal sweat gland lesion,A2,5073,"$2,011.25",0.01%,$0.10
11471,,Removal sweat gland lesion,A2,5073,"$2,011.25",2.12%,$21.60
11600,,Exc tr-ext mal+marg 0.5 cm/<,P3,5071,$635.54,0.03%,$0.04
11601,,Exc tr-ext mal+marg 0.6-1 cm,P3,5071,$635.54,0.10%,$0.16
11602,,Exc tr-ext mal+marg 1.1-2 cm,P3,5052,$353.00,0.01%,$0.02
11603,,Exc tr-ext mal+marg 2.1-3 cm,P3,5071,$635.54,0.05%,$0.09
11604,,Exc tr-ext mal+marg 3.1-4 cm,A2,5071,$635.54,0.11%,$0.35
11606,,Exc tr-ext mal+marg >4 cm,A2,5072,"$1,200.16",0.16%,$0.97
11620,,Exc h-f-nk-sp mal+marg 0.5/<,P3,5072,"$1,200.16",0.00%,$0.00
11621,,Exc s/n/h/f/g mal+mrg 0.6-1,P3,5071,$635.54,0.00%,$0.00
11622,,Exc s/n/h/f/g mal+mrg 1.1-2,P3,5071,$635.54,0.35%,$0.58
11623,,Exc s/n/h/f/g mal+mrg 2.1-3,P3,5072,"$1,200.16",0.47%,$0.86
11624,,Exc s/n/h/f/g mal+mrg 3.1-4,A2,5072,"$1,200.16",0.42%,$2.55
11626,,Exc s/n/h/f/g mal+mrg >4 cm,A2,5073,"$2,011.25",0.22%,$2.24
11640,,Exc f/e/e/n/l mal+mrg 0.5cm<,P3,5071,$635.54,0.02%,$0.03
11641,,Exc f/e/e/n/l mal+mrg 0.6-1,P3,5071,$635.54,0.02%,$0.03
11642,,Exc f/e/e/n/l mal+mrg 1.1-2,P3,5071,$635.54,0.15%,$0.26
11643,,Exc f/e/e/n/l mal+mrg 2.1-3,P3,5072,"$1,200.16",0.02%,$0.04
11644,,Exc f/e/e/n/l mal+mrg 3.1-4,A2,5072,"$1,200.16",0.12%,$0.73
11646,,Exc f/e/e/n/l mal+mrg >4 cm,A2,5073,"$2,011.25",0.04%,$0.41
11719,,Trim nail(s) any number,N1,,,0.00%,
11720,,Debride nail 1-5,N1,,,0.00%,
11721,,Debride nail 6 or more,N1,,,0.00%,
11730,,Removal of nail plate,N1,,,0.01%,
11732,,Remove nail plate add-on,N1,,,0.00%,
11740,,Drain blood from under nail,N1,,,0.00%,
11750,,Removal of nail bed,P3,5052,$353.00,0.05%,$0.05
11755,,Biopsy nail unit,P3,5071,$635.54,0.04%,$0.03
11760,,Repair of nail bed,P3,5053,$534.89,0.00%,$0.00
11762,,Reconstruction of nail bed,P3,5054,"$1,749.26",5.05%,$9.40
11765,,Excision of nail fold toe,N1,,,0.00%,
11770,,Remove pilonidal cyst simple,A2,5073,"$2,011.25",0.86%,$8.76
11771,,Remove pilonidal cyst exten,A2,5073,"$2,011.25",0.45%,$4.59
11772,,Remove pilonidal cyst compl,A2,5073,"$2,011.25",0.96%,$9.78
11900,,Inject skin lesions </w 7,N1,,,0.00%,
11901,,Inject skin lesions >7,N1,,,0.00%,
11920,,Correct skin color 6.0 cm/<,P3,5053,$534.89,0.00%,$0.00
11921,,Correct skn color 6.1-20.0cm,P3,5053,$534.89,0.00%,$0.00
11922,,Correct skin color ea 20.0cm,N1,,,0.00%,
11950,,Tx contour defects 1 cc/<,P3,5051,$183.40,3.67%,$1.77
11951,,Tx contour defects 1.1-5.0cc,P3,5053,$534.89,0.00%,$0.00
11952,,Tx contour defects 5.1-10cc,P3,5053,$534.89,0.00%,$0.00
11954,,Tx contour defects >10.0 cc,P3,5053,$534.89,0.00%,$0.00
11960,,Insert tissue expander(s),A2,5055,"$3,596.22",22.57%,$411.23
11970,,Rplcmt tiss xpndr perm implt,J8,5114,"$5,917.60",30.42%,"$1,800.13"
11971,,Rmvl tis xpndr wo insj implt,A2,5073,"$2,011.25",1.44%,$14.67
11976,,Remove contraceptive capsule,P3,5071,$635.54,0.00%,$0.00
11980,,Implant hormone pellet(s),N1,,,0.35%,
11981,,Insertion drug dlvr implant,N1,,,0.77%,
11982,,Remove drug implant device,N1,,,0.47%,
11983,,Remove/insert drug implant,N1,,,3.10%,
12001,,Rpr s/n/ax/gen/trnk 2.5cm/<,N1,,,0.08%,
12002,,Rpr s/n/ax/gen/trnk2.6-7.5cm,N1,,,0.00%,
12004,,Rpr s/n/ax/gen/trk7.6-12.5cm,N1,,,0.01%,
12005,,Rpr s/n/a/gen/trk12.6-20.0cm,A2,5052,$353.00,0.00%,$0.00
12006,,Rpr s/n/a/gen/trk20.1-30.0cm,A2,5052,$353.00,0.00%,$0.00
12007,,Rpr s/n/ax/gen/trnk >30.0 cm,A2,5051,$183.40,0.00%,$0.00
12011,,Rpr f/e/e/n/l/m 2.5 cm/<,N1,,,0.01%,
12013,,Rpr f/e/e/n/l/m 2.6-5.0 cm,N1,,,0.01%,
12014,,Rpr f/e/e/n/l/m 5.1-7.5 cm,N1,,,0.00%,
12015,,Rpr f/e/e/n/l/m 7.6-12.5 cm,G2,5051,$183.40,0.00%,$0.00
12016,,Rpr fe/e/en/l/m 12.6-20.0 cm,A2,5052,$353.00,0.00%,$0.00
12017,,Rpr fe/e/en/l/m 20.1-30.0 cm,A2,5052,$353.00,0.00%,$0.00
12018,,Rpr f/e/e/n/l/m >30.0 cm,A2,5051,$183.40,0.00%,$0.00
12020,,Closure of split wound,A2,5053,$534.89,0.42%,$1.14
12021,,Closure of split wound,A2,5052,$353.00,0.11%,$0.20
12031,,Intmd rpr s/a/t/ext 2.5 cm/<,P2,5052,$353.00,0.15%,$0.27
12032,,Intmd rpr s/a/t/ext 2.6-7.5,P2,5052,$353.00,0.02%,$0.04
12034,,Intmd rpr s/tr/ext 7.6-12.5,A2,5052,$353.00,0.29%,$0.52
12035,,Intmd rpr s/a/t/ext 12.6-20,A2,5052,$353.00,0.00%,$0.00
12036,,Intmd rpr s/a/t/ext 20.1-30,A2,5053,$534.89,1.27%,$3.44
12037,,Intmd rpr s/tr/ext >30.0 cm,A2,5054,"$1,749.26",0.22%,$1.95
12041,,Intmd rpr n-hf/genit 2.5cm/<,P2,5052,$353.00,0.05%,$0.09
12042,,Intmd rpr n-hf/genit2.6-7.5,P2,5052,$353.00,0.03%,$0.05
12044,,Intmd rpr n-hf/genit7.6-12.5,A2,5053,$534.89,0.38%,$1.03
12045,,Intmd rpr n-hf/genit12.6-20,A2,5053,$534.89,0.00%,$0.00
12046,,Intmd rpr n-hf/genit20.1-30,A2,5053,$534.89,0.00%,$0.00
12047,,Intmd rpr n-hf/genit >30.0cm,A2,5054,"$1,749.26",0.00%,$0.00
12051,,Intmd rpr face/mm 2.5 cm/<,P2,5052,$353.00,0.11%,$0.20
12052,,Intmd rpr face/mm 2.6-5.0 cm,P2,5052,$353.00,0.00%,$0.00
12053,,Intmd rpr face/mm 5.1-7.5 cm,P2,5052,$353.00,0.00%,$0.00
12054,,Intmd rpr face/mm 7.6-12.5cm,A2,5052,$353.00,0.00%,$0.00
12055,,Intmd rpr face/mm 12.6-20 cm,A2,5052,$353.00,0.00%,$0.00
12056,,Intmd rpr face/mm 20.1-30.0,A2,5052,$353.00,0.00%,$0.00
12057,,Intmd rpr face/mm >30.0 cm,A2,5052,$353.00,0.00%,$0.00
13100,,Cmplx rpr trunk 1.1-2.5 cm,A2,5053,$534.89,0.32%,$0.87
13101,,Cmplx rpr trunk 2.6-7.5 cm,A2,5053,$534.89,0.40%,$1.08
13102,,Cmplx rpr trunk addl 5cm/<,N1,,,0.00%,
13120,,Cmplx rpr s/a/l 1.1-2.5 cm,A2,5053,$534.89,0.08%,$0.22
13121,,Cmplx rpr s/a/l 2.6-7.5 cm,A2,5053,$534.89,0.02%,$0.05
13122,,Cmplx rpr s/a/l addl 5 cm/>,N1,,,0.00%,
13131,,Cmplx rpr f/c/c/m/n/ax/g/h/f,A2,5052,$353.00,0.12%,$0.21
13132,,Cmplx rpr f/c/c/m/n/ax/g/h/f,A2,5053,$534.89,0.01%,$0.03
13133,,Cmplx rpr f/c/c/m/n/ax/g/h/f,N1,,,0.00%,
13151,,Cmplx rpr e/n/e/l 1.1-2.5 cm,A2,5053,$534.89,0.00%,$0.00
13152,,Cmplx rpr e/n/e/l 2.6-7.5 cm,A2,5053,$534.89,0.00%,$0.00
13153,,Cmplx rpr e/n/e/l addl 5cm/<,N1,,,0.00%,
13160,,Late closure of wound,A2,5054,"$1,749.26",1.77%,$15.69
14000,,Tis trnfr trunk 10 sq cm/<,A2,5054,"$1,749.26",0.69%,$6.12
