"Addendum FF -- ASC Device Offset Percentages for CY 2024                                                                                                     
 (For Covered Surgical Procedures and Surgical Procedures for Which Payment is Packaged)",,,,,,,
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.,,,,,,,
0446T,,Insj impltbl glucose sensor,P2,5054,"$1,737.53",0.00%,$0.00
0447T,,Rmvl impltbl glucose sensor,G2,5051,$190.75,0.00%,$0.00
0448T,,Remvl insj impltbl gluc sens,P2,5054,"$1,737.53",0.00%,$0.00
0449T,,Insj aqueous drain dev 1st,J8,5493,"$4,749.02",54.90%,"$2,607.21"
0450T,,Insj aqueous drain dev each,N1,,,,
0479T,,Fxjl abl lsr 1st 100 sq cm,G2,5053,$598.40,0.00%,$0.00
0480T,,Fxjl abl lsr ea addl 100sqcm,N1,,,,
0510T,,Rmvl sinus tarsi implant,G2,5113,"$2,789.90",0.00%,$0.00
0511T,,Rmvl&rinsj sinus tarsi implt,J8,5114,"$6,231.99",49.01%,"$3,054.30"
0512T,,Esw integ wnd hlg 1st wnd,R2,5051,$190.75,0.00%,$0.00
0513T,,Esw integ wnd hlg ea addl,N1,,,,
0523T,,Ntrapx c ffr w/3d funcjl map,N1,,,,
0524T,,Ev cath dir chem abltj w/img,J8,5183,"$2,843.31",39.14%,"$1,112.87"
0525T,,Insj/rplcmt compl iims,J8,5223,"$9,278.30",31.00%,"$2,876.27"
0526T,,Insj/rplcmt iims eltrd only,J8,5222,"$7,915.58",31.00%,"$2,453.83"
0527T,,Insj/rplcmt iims implt mntr,J8,5222,"$7,915.58",86.71%,"$6,863.60"
0530T,,Removal complete iims,G2,5221,"$3,741.62",0.00%,$0.00
0531T,,Removal iims electrode only,G2,5221,"$3,741.62",0.00%,$0.00
0532T,,Removal iims implt mntr only,G2,5221,"$3,741.62",0.00%,$0.00
0581T,*,Abltj mal brst tum perq crtx,R2,5091,"$2,699.06",25.38%,$372.91
0583T,,Tmpst auto tube dlvr sys,J8,5163,"$1,224.82",31.00%,$379.69
0587T,,Perq impltj/rplcmt isdns ptn,J8,5462,"$6,445.55",87.14%,"$5,616.65"
0588T,*,Revision/removal isdns ptn,R2,5461,"$3,486.46",89.04%,"$1,689.93"
0594T,,Osteot hum xtrnl lngth dev,J8,5114,"$6,231.99",31.00%,"$1,931.92"
0596T,,Temp fml iu vlv-pmp 1st insj,R2,5372,$575.31,0.00%,$0.00
0597T,,Temp fml iu valve-pmp rplcmt,R2,5372,$575.31,0.00%,$0.00
0600T,,Ire abltj 1+tum organ perq,J8,5362,"$8,340.08",54.30%,"$4,528.66"
0601T,,Ire abltj 1+tumors open,J8,5362,"$8,340.08",51.06%,"$4,258.44"
0614T,,Rmvl&rplcmt ss impl dfb pg,J8,5231,"$22,210.79",68.77%,"$15,274.36"
0616T,,Insertion of iris prosthesis,J8,5496,"$16,916.98",74.63%,"$12,625.14"
0617T,,Insj iris prosth w/rmvl&insj,J8,5496,"$16,916.98",82.06%,"$13,882.07"
0618T,,Insj iris prosth sec io lens,J8,5496,"$16,916.98",44.44%,"$7,517.91"
0619T,,Cysto w/prst8 commissurotomy,J8,5376,"$8,349.01",87.36%,"$7,293.70"
0620T,,Evasc ven artlz tibl/prnl vn,J8,1578,"$27,500.50",76.99%,"$21,172.63"
0621T,,Trabeculostomy interno laser,J8,5492,"$3,756.24",31.00%,"$1,164.43"
0627T,,Perq njx algc fluor lmbr 1st,J8,5115,"$11,939.76",73.24%,"$8,745.27"
0628T,,Perq njx algc fluor lmbr ea,N1,,,,
0629T,,Perq njx algc ct lmbr 1st,J8,5115,"$11,939.76",48.56%,"$5,797.95"
0630T,,Perq njx algc ct lmbr ea,N1,,,,
0632T,,Perq tcat us abltj nrv p-art,J8,5194,"$14,446.80",31.00%,"$4,478.51"
0644T,,Tcat rmvl/dblk icar mas perq,G2,5192,"$4,639.80",10.50%,$265.21
0647T,,Insj gtube perq mag gastrpxy,G2,5302,"$1,527.86",7.23%,$60.13
0651T,,Mag ctrld capsule endoscopy,J8,5301,$863.69,44.91%,$387.88
0652T,,Egd flx transnasal dx br/wa,J8,5302,"$1,527.86",31.00%,$473.64
0653T,,Egd flx transnasal bx 1/mlt,J8,5302,"$1,527.86",31.00%,$473.64
0654T,,Egd flx transnasal tube/cath,G2,5303,"$3,304.50",13.44%,$241.77
0655T,,Tprnl focal abltj mal prst8,G2,5374,"$2,986.77",4.46%,$72.52
0660T,,Rpr intst excl anrect fist,G2,5492,"$3,756.24",0.00%,$0.00
0661T,,Vasc emb/occ w/prs cath,G2,5492,"$3,756.24",0.00%,$0.00
0671T,,Insj ant sgm aq drg dev 1+,J8,5493,"$4,749.02",56.88%,"$2,701.15"
0673T,,Abltj b9 thyr ndul perq lasr,G2,5072,"$1,254.33",1.56%,$10.65
0686T,,Histotripsy mal hepatcel tis,G2,1576,"$17,500.50",0.00%,$0.00
0699T,,Njx pst chmbr eye medication,G2,5491,"$2,174.18",0.00%,$0.00
0707T,,Njx b1 sub mtrl sbchdrl dfct,J8,5113,"$2,789.90",55.37%,"$1,544.77"
0737T,,Xenograft impltj artclr surf,J8,5115,"$11,939.76",31.00%,"$3,701.33"
0714T,,Tprnl lsr ablt b9 prst8 hypr,G2,5375,"$4,538.94",0.00%,$0.00
0784T,,Ins/rplmt eltrd ra spi nstim,J8,5463,"$13,453.37",31.00%,"$4,170.54"
0785T,,Revj/rmvl nea spi w/nstim,G2,5461,"$3,486.46",0.00%,$0.00
0786T,,Insj/rplcmt prq ra sac nstim,J8,5463,"$13,453.37",31.00%,"$4,170.54"
0787T,,Revj/rmvl nea sac w/nstim,G2,5461,"$3,486.46",0.00%,$0.00
0793T,,Prq tcat thrm ablt nrv p-art,J8,5194,"$14,446.80",31.00%,"$4,478.51"
0797T,,Tcat ins 2chmbr ldls pm rv,J8,5224,"$15,423.97",31.00%,"$4,781.43"
0800T,,Tcat rmvl 2chmbr ldls pm rv,J8,5183,"$2,843.31",31.00%,$881.43
0803T,,Tcat rmv&rpl2chmb ldls pm rv,J8,5224,"$15,423.97",31.00%,"$4,781.43"
0810T,,Subrta njx rx agt w/vtrc,G2,1563,"$4,250.50",2.22%,$51.37
0813T,,Egd vol adjmt bariatric balo,G2,5301,$863.69,0.00%,$0.00
0816T,,Opn insj/rplcmt ins ptn subq,J8,5464,"$20,597.82",31.00%,"$6,385.32"
0817T,,Opn insj/rplcmt ins ptn subf,J8,5464,"$20,597.82",31.00%,"$6,385.32"
0818T,,Revj/rmvl ins ptn subq,G2,5461,"$3,486.46",0.00%,$0.00
0819T,,Revj/rmvl ins ptn subf,G2,5461,"$3,486.46",0.00%,$0.00
0864T,*,Low ntsty eswt corpus cvrnsm,R2,5371,$235.48,0.00%,$0.00
0867T,,Tpla b9 prst8 hyprplsa>=50ml,G2,5375,"$4,538.94",0.00%,$0.00
0869T,,Njx b1 sub mtrl hw fixj aug,J8,5113,"$2,789.90",31.00%,$864.87
0884T,,Esphgsc flx 1st tndsc dilat,J8,5303,"$3,304.50",31.00%,"$1,024.40"
0885T,,Colsc flx 1st tndsc dilat,J8,5313,"$2,477.90",31.00%,$768.15
0886T,,Sgmdsc flx 1st tndsc dilat,J8,5313,"$2,477.90",31.00%,$768.15
0888T,,Histotripsy mal renal tissue,G2,1576,"$17,500.50",0.00%,$0.00
10004,,Fna bx w/o img gdn ea addl,N1,,,,
10005,,Fna bx w/us gdn 1st les,G2,5071,$670.36,0.17%,$0.62
10006,,Fna bx w/us gdn ea addl,N1,,,,
10007,,Fna bx w/fluor gdn 1st les,P3,5071,$670.36,0.95%,$2.24
10008,,Fna bx w/fluor gdn ea addl,N1,,,,
10009,,Fna bx w/ct gdn 1st les,G2,5071,$670.36,1.45%,$5.29
10010,,Fna bx w/ct gdn ea addl,N1,,,,
10011,,Fna bx w/mr gdn 1st les,R2,5071,$670.36,0.00%,$0.00
10012,,Fna bx w/mr gdn ea addl,N1,,,,
10021,,Fna bx w/o img gdn 1st les,P3,5052,$379.92,0.06%,$0.04
10030,,Img gid flu coll drg sft tis,G2,5071,$670.36,14.25%,$52.00
10035,,Plmt sft tiss loclzj dev 1st,N1,,,,
10036,,Plmt sft tiss loclzj dev ea,N1,,,,
10040,,Acne surgery,N1,,,,
10060,,I&d abscess simple/single,P3,5051,$190.75,0.03%,$0.02
10061,,I&d abscess comp/multiple,P3,5052,$379.92,0.19%,$0.23
10080,,I&d pilonidal cyst simple,P3,5071,$670.36,0.00%,$0.00
10081,,I&d pilonidal cyst comp,P3,5071,$670.36,0.00%,$0.00
10120,,Inc&rmvl fb subq tiss smpl,P3,5052,$379.92,0.09%,$0.10
10121,,Inc&rmvl fb subq tiss comp,A2,5072,"$1,254.33",0.42%,$2.87
10140,,I&d hmtma seroma/fluid collj,P3,5072,"$1,254.33",1.53%,$1.70
10160,,Pnxr aspir absc hmtma bulla,P3,5052,$379.92,2.37%,$1.97
10180,,I&d complex po wound infctj,A2,5073,"$2,125.39",1.34%,$15.50
11000,,Dbrdmt ecz/infected skin<10%,P3,5053,$598.40,0.35%,$0.13
11001,,Dbrdmt ecz/infct skn ea addl,N1,,,,
11010,,Debride skin at fx site,A2,5071,$670.36,0.23%,$0.84
11011,,Debride skin musc at fx site,A2,5071,$670.36,3.81%,$13.90
11012,,Deb skin bone at fx site,A2,5073,"$2,125.39",0.14%,$1.62
11042,,Dbrdmt subq tis 1st 20sqcm/<,A2,5052,$379.92,0.01%,$0.02
11043,,Dbrdmt musc&/fsca 1st 20/<,A2,5053,$598.40,0.10%,$0.33
11044,,Dbrdmt bone 1st 20 sq cm/<,A2,5072,"$1,254.33",0.42%,$2.87
11045,,Dbrdmt subq tiss each addl,N1,,,,
11046,,Dbrdmt musc&/fsca ea addl,N1,,,,
11047,,Dbrdmt bone each addl,N1,,,,
11055,,Paring/cutg b9 hyprker les 1,N1,,,,
11056,,Parng/cutg b9 hyprkr les 2-4,N1,,,,
11057,,Parng/cutg b9 hyprkr les >4,P3,5051,$190.75,0.00%,$0.00
11102,,Tangntl bx skin single les,P3,5051,$190.75,0.00%,$0.00
11103,,Tangntl bx skin ea sep/addl,N1,,,,
11104,,Punch bx skin single lesion,P3,5052,$379.92,0.04%,$0.04
11105,,Punch bx skin ea sep/addl,N1,,,,
11106,,Incal bx skn single les,P3,5053,$598.40,0.07%,$0.08
11107,,Incal bx skn ea sep/addl,N1,,,,
11200,,Rmvl skin tags up to&inc 15,N1,,,,
11201,,Rmvl skin tags ea addl 10,N1,,,,
11300,,Shave skin lesion 0.5 cm/<,N1,,,,
11301,,Shave skin lesion 0.6-1.0 cm,N1,,,,
11302,,Shave skin lesion 1.1-2.0 cm,N1,,,,
11303,,Shave skin lesion >2.0 cm,N1,,,,
11305,,Shave skin lesion 0.5 cm/<,N1,,,,
11306,,Shave skin lesion 0.6-1.0 cm,N1,,,,
11307,,Shave skin lesion 1.1-2.0 cm,P3,5051,$190.75,0.00%,$0.00
11308,,Shave skin lesion >2.0 cm,N1,,,,
11310,,Shave skin lesion 0.5 cm/<,P3,5051,$190.75,0.00%,$0.00
11311,,Shave skin lesion 0.6-1.0 cm,P3,5051,$190.75,0.00%,$0.00
11312,,Shave skin lesion 1.1-2.0 cm,P3,5052,$379.92,0.00%,$0.00
11313,,Shave skin lesion >2.0 cm,P3,5052,$379.92,0.00%,$0.00
11400,,Exc tr-ext b9+marg 0.5 cm<,P3,5071,$670.36,0.04%,$0.04
11401,,Exc tr-ext b9+marg 0.6-1 cm,P3,5052,$379.92,0.00%,$0.00
11402,,Exc tr-ext b9+marg 1.1-2 cm,P3,5071,$670.36,0.04%,$0.05
11403,,Exc tr-ext b9+marg 2.1-3cm,P3,5071,$670.36,0.06%,$0.08
11404,,Exc tr-ext b9+marg 3.1-4 cm,A2,5072,"$1,254.33",0.22%,$1.50
11406,,Exc tr-ext b9+marg >4.0 cm,A2,5072,"$1,254.33",0.33%,$2.25
11420,,Exc h-f-nk-sp b9+marg 0.5/<,P3,5072,"$1,254.33",0.01%,$0.01
11421,,Exc h-f-nk-sp b9+marg 0.6-1,P3,5071,$670.36,0.03%,$0.03
11422,,Exc h-f-nk-sp b9+marg 1.1-2,P3,5072,"$1,254.33",0.04%,$0.05
11423,,Exc h-f-nk-sp b9+marg 2.1-3,P3,5072,"$1,254.33",0.15%,$0.19
11424,,Exc h-f-nk-sp b9+marg 3.1-4,A2,5072,"$1,254.33",0.13%,$0.89
11426,,Exc h-f-nk-sp b9+marg >4 cm,A2,5073,"$2,125.39",0.17%,$1.97
11440,,Exc face-mm b9+marg 0.5 cm/<,P3,5071,$670.36,0.01%,$0.01
11441,,Exc face-mm b9+marg 0.6-1 cm,P3,5071,$670.36,0.31%,$0.36
11442,,Exc face-mm b9+marg 1.1-2 cm,P3,5071,$670.36,0.00%,$0.00
11443,,Exc face-mm b9+marg 2.1-3 cm,P3,5072,"$1,254.33",0.00%,$0.00
11444,,Exc face-mm b9+marg 3.1-4 cm,A2,5072,"$1,254.33",0.76%,$5.19
11446,,Exc face-mm b9+marg >4 cm,A2,5073,"$2,125.39",0.00%,$0.00
11450,,Exc skn hdrdnt ax smpl/ntrm,A2,5073,"$2,125.39",0.01%,$0.12
11451,,Exc skn hdrdnt ax complex,A2,5073,"$2,125.39",0.16%,$1.85
11462,,Exc skn hdrdnt ing smpl/ntrm,A2,5073,"$2,125.39",0.00%,$0.00
11463,,Exc skn hdrdnt ing complex,A2,5073,"$2,125.39",6.35%,$73.47
11470,,Exc skn h/p/p/u smpl/ntrm,A2,5073,"$2,125.39",0.16%,$1.85
11471,,Exc skn h/p/p/u complex,A2,5073,"$2,125.39",0.01%,$0.12
11600,,Exc tr-ext mal+marg 0.5 cm/<,P3,5071,$670.36,0.97%,$1.32
11601,,Exc tr-ext mal+marg 0.6-1 cm,P3,5071,$670.36,0.03%,$0.05
11602,,Exc tr-ext mal+marg 1.1-2 cm,P3,5052,$379.92,0.00%,$0.00
11603,,Exc tr-ext mal+marg 2.1-3 cm,P3,5071,$670.36,0.00%,$0.00
11604,,Exc tr-ext mal+marg 3.1-4 cm,A2,5071,$670.36,0.10%,$0.36
11606,,Exc tr-ext mal+marg >4 cm,A2,5072,"$1,254.33",0.21%,$1.43
11620,,Exc h-f-nk-sp mal+marg 0.5/<,P3,5072,"$1,254.33",0.04%,$0.05
11621,,Exc s/n/h/f/g mal+mrg 0.6-1,P3,5071,$670.36,0.07%,$0.11
11622,,Exc s/n/h/f/g mal+mrg 1.1-2,P3,5071,$670.36,0.27%,$0.44
11623,,Exc s/n/h/f/g mal+mrg 2.1-3,P3,5072,"$1,254.33",0.07%,$0.13
11624,,Exc s/n/h/f/g mal+mrg 3.1-4,A2,5072,"$1,254.33",0.02%,$0.14
11626,,Exc s/n/h/f/g mal+mrg >4 cm,A2,5073,"$2,125.39",1.33%,$15.39
11640,,Exc f/e/e/n/l mal+mrg 0.5cm<,P3,5071,$670.36,0.21%,$0.30
11641,,Exc f/e/e/n/l mal+mrg 0.6-1,P3,5071,$670.36,0.00%,$0.00
11642,,Exc f/e/e/n/l mal+mrg 1.1-2,P3,5071,$670.36,0.12%,$0.20
11643,,Exc f/e/e/n/l mal+mrg 2.1-3,P3,5072,"$1,254.33",0.16%,$0.30
11644,,Exc f/e/e/n/l mal+mrg 3.1-4,A2,5072,"$1,254.33",0.00%,$0.00
11646,,Exc f/e/e/n/l mal+mrg >4 cm,A2,5073,"$2,125.39",0.03%,$0.35
11719,,Trim nail(s) any number,N1,,,,
11720,,Debride nail 1-5,N1,,,,
11721,,Debride nail 6 or more,N1,,,,
11730,,Removal of nail plate,N1,,,,
11732,,Remove nail plate add-on,N1,,,,
11740,,Drain blood from under nail,N1,,,,
11750,,Removal of nail bed,P3,5052,$379.92,0.02%,$0.02
11755,,Biopsy nail unit,P3,5071,$670.36,0.00%,$0.00
11760,,Repair of nail bed,P3,5053,$598.40,0.05%,$0.06
11762,,Reconstruction of nail bed,P3,5054,"$1,737.53",10.88%,$19.52
11765,,Excision of nail fold toe,N1,,,,
11770,,Remove pilonidal cyst simple,A2,5073,"$2,125.39",0.03%,$0.35
11771,,Remove pilonidal cyst exten,A2,5073,"$2,125.39",0.45%,$5.21
11772,,Remove pilonidal cyst compl,A2,5073,"$2,125.39",0.53%,$6.13
11900,,Inject skin lesions </w 7,N1,,,,
11901,,Inject skin lesions >7,N1,,,,
11920,,Correct skin color 6.0 cm/<,P3,5053,$598.40,0.00%,$0.00
11921,,Correct skn color 6.1-20.0cm,P3,5053,$598.40,0.00%,$0.00
11922,,Correct skin color ea 20.0cm,N1,,,,
11950,,Tx contour defects 1 cc/<,P3,5051,$190.75,0.00%,$0.00
11951,,Tx contour defects 1.1-5.0cc,P3,5053,$598.40,20.05%,$12.41
11952,,Tx contour defects 5.1-10cc,P3,5053,$598.40,0.00%,$0.00
11954,,Tx contour defects >10.0 cc,P3,5053,$598.40,9.07%,$7.91
11960,,Insert tissue expander(s),A2,5055,"$3,418.26",16.00%,$297.73
11970,,Rplcmt tiss xpndr perm implt,G2,5114,"$6,231.99",25.09%,$851.19
11971,,Rmvl tis xpndr wo insj implt,A2,5073,"$2,125.39",0.47%,$5.44
11976,,Remove contraceptive capsule,P3,5071,$670.36,0.00%,$0.00
11980,,Implant hormone pellet(s),N1,,,,
11981,,Insertion drug dlvr implant,N1,,,,
11982,,Remove drug implant device,N1,,,,
11983,,Remove/insert drug implant,N1,,,,
12001,,Rpr s/n/ax/gen/trnk 2.5cm/<,N1,,,,
12002,,Rpr s/n/ax/gen/trnk2.6-7.5cm,N1,,,,
12004,,Rpr s/n/ax/gen/trk7.6-12.5cm,N1,,,,
12005,,Rpr s/n/a/gen/trk12.6-20.0cm,A2,5052,$379.92,0.00%,$0.00
12006,,Rpr s/n/a/gen/trk20.1-30.0cm,A2,5052,$379.92,0.00%,$0.00
12007,,Rpr s/n/ax/gen/trnk >30.0 cm,A2,5051,$190.75,0.00%,$0.00
12011,,Rpr f/e/e/n/l/m 2.5 cm/<,N1,,,,
12013,,Rpr f/e/e/n/l/m 2.6-5.0 cm,N1,,,,
12014,,Rpr f/e/e/n/l/m 5.1-7.5 cm,N1,,,,
12015,,Rpr f/e/e/n/l/m 7.6-12.5 cm,G2,5051,$190.75,0.00%,$0.00
12016,,Rpr fe/e/en/l/m 12.6-20.0 cm,A2,5052,$379.92,0.00%,$0.00
12017,,Rpr fe/e/en/l/m 20.1-30.0 cm,A2,5052,$379.92,0.00%,$0.00
12018,,Rpr f/e/e/n/l/m >30.0 cm,A2,5051,$190.75,0.00%,$0.00
12020,,Tx supfc wnd dehsn smpl clsr,A2,5053,$598.40,1.58%,$5.15
12021,,Tx supfc wnd dehsn w/packing,A2,5052,$379.92,0.02%,$0.04
12031,,Intmd rpr s/a/t/ext 2.5 cm/<,P3,5052,$379.92,0.12%,$0.23
12032,,Intmd rpr s/a/t/ext 2.6-7.5,P2,5052,$379.92,0.06%,$0.12
12034,,Intmd rpr s/tr/ext 7.6-12.5,A2,5052,$379.92,0.01%,$0.02
12035,,Intmd rpr s/a/t/ext 12.6-20,A2,5052,$379.92,0.01%,$0.02
12036,,Intmd rpr s/a/t/ext 20.1-30,A2,5053,$598.40,6.10%,$19.87
12037,,Intmd rpr s/tr/ext >30.0 cm,A2,5054,"$1,737.53",0.08%,$0.76
12041,,Intmd rpr n-hf/genit 2.5cm/<,P3,5052,$379.92,0.07%,$0.13
12042,,Intmd rpr n-hf/genit2.6-7.5,P3,5052,$379.92,0.00%,$0.00
12044,,Intmd rpr n-hf/genit7.6-12.5,A2,5053,$598.40,0.00%,$0.00
12045,,Intmd rpr n-hf/genit12.6-20,A2,5053,$598.40,0.02%,$0.07
12046,,Intmd rpr n-hf/genit20.1-30,A2,5053,$598.40,0.00%,$0.00
12047,,Intmd rpr n-hf/genit >30.0cm,A2,5054,"$1,737.53",0.00%,$0.00
12051,,Intmd rpr face/mm 2.5 cm/<,P3,5052,$379.92,0.00%,$0.00
12052,,Intmd rpr face/mm 2.6-5.0 cm,P3,5052,$379.92,0.00%,$0.00
12053,,Intmd rpr face/mm 5.1-7.5 cm,P2,5052,$379.92,0.00%,$0.00
12054,,Intmd rpr face/mm 7.6-12.5cm,A2,5052,$379.92,0.00%,$0.00
12055,,Intmd rpr face/mm 12.6-20 cm,A2,5052,$379.92,0.00%,$0.00
12056,,Intmd rpr face/mm 20.1-30.0,A2,5052,$379.92,0.00%,$0.00
12057,,Intmd rpr face/mm >30.0 cm,A2,5052,$379.92,0.00%,$0.00
13100,,Cmplx rpr trunk 1.1-2.5 cm,A2,5053,$598.40,1.52%,$4.95
13101,,Cmplx rpr trunk 2.6-7.5 cm,A2,5053,$598.40,0.26%,$0.85
13102,,Cmplx rpr trunk addl 5cm/<,N1,,,,
13120,,Cmplx rpr s/a/l 1.1-2.5 cm,A2,5053,$598.40,0.02%,$0.07
13121,,Cmplx rpr s/a/l 2.6-7.5 cm,A2,5053,$598.40,0.02%,$0.07
13122,,Cmplx rpr s/a/l addl 5 cm/>,N1,,,,
13131,,Cmplx rpr f/c/c/m/n/ax/g/h/f,A2,5052,$379.92,0.00%,$0.00
13132,,Cmplx rpr f/c/c/m/n/ax/g/h/f,A2,5053,$598.40,0.01%,$0.03
13133,,Cmplx rpr f/c/c/m/n/ax/g/h/f,N1,,,,
13151,,Cmplx rpr e/n/e/l 1.1-2.5 cm,A2,5053,$598.40,0.00%,$0.00
13152,,Cmplx rpr e/n/e/l 2.6-7.5 cm,A2,5053,$598.40,0.00%,$0.00
13153,,Cmplx rpr e/n/e/l addl 5cm/<,N1,,,,
13160,,Sec clsr surg wnd/dehsn xtn,A2,5054,"$1,737.53",1.35%,$12.77
14000,,Tis trnfr trunk 10 sq cm/<,A2,5054,"$1,737.53",0.70%,$6.62
14001,,Tis trnfr trunk 10.1-30sqcm,A2,5054,"$1,737.53",0.43%,$4.07
14020,,Tis trnfr s/a/l 10 sq cm/<,A2,5054,"$1,737.53",0.40%,$3.78
14021,,Tis trnfr s/a/l 10.1-30 sqcm,A2,5054,"$1,737.53",0.61%,$5.77
14040,,Tis trnfr f/c/c/m/n/a/g/h/f,A2,5054,"$1,737.53",0.31%,$2.93
14041,,Tis trnfr f/c/c/m/n/a/g/h/f,A2,5054,"$1,737.53",0.32%,$3.03
14060,,Tis trnfr e/n/e/l 10 sq cm/<,A2,5054,"$1,737.53",0.07%,$0.66
14061,,Tis trnfr e/n/e/l10.1-30sqcm,A2,5054,"$1,737.53",0.18%,$1.70
