"Addendum BB -- ASC Covered Ancillary Services Integral to Covered Surgical Procedures for CY 2024 
(Including Ancillary Services for Which Payment is Packaged)",,,,,,,
CPT codes and descriptions only are copyright 2023 American Medical Association.  All Rights Reserved.  Applicable FARS/DFARS Apply.  Dental codes (D codes) are copyright 2023 American Dental Association.  All Rights Reserved.,,,,,,,
73085,,Contrast x-ray of elbow,,N1,,,
73090,,X-ray exam of forearm,,N1,,,
73092,,X-ray exam of arm infant,,N1,,,
73100,,X-ray exam of wrist,,N1,,,
73110,,X-ray exam of wrist,,N1,,,
73115,,Contrast x-ray of wrist,,N1,,,
73120,,X-ray exam of hand,,N1,,,
73130,,X-ray exam of hand,,N1,,,
73140,,X-ray exam of finger(s),,N1,,,
73200,,Ct upper extremity w/o dye,,Z2,1.0655,$57.02,
73201,,Ct upper extremity w/dye,,Z3,,$164.44,
73202,,Ct uppr extremity w/o&w/dye,,Z2,1.7808,$95.30,
73206,,Ct angio upr extrm w/o&w/dye,,Z2,1.7808,$95.30,
73218,,Mri upper extremity w/o dye,,Z2,2.3751,$127.10,
73219,,Mri upper extremity w/dye,,Z2,3.7274,$199.47,
73220,,Mri uppr extremity w/o&w/dye,,Z2,3.7274,$199.47,
73221,,Mri joint upr extrem w/o dye,,Z2,2.3751,$127.10,
73222,,Mri joint upr extrem w/dye,,Z3,,$264.30,
73223,,Mri joint upr extr w/o&w/dye,,Z2,3.7274,$199.47,
73501,,X-ray exam hip uni 1 view,,N1,,,
73502,,X-ray exam hip uni 2-3 views,,N1,,,
73503,,X-ray exam hip uni 4/> views,,N1,,,
73521,,X-ray exam hips bi 2 views,,N1,,,
73522,,X-ray exam hips bi 3-4 views,,N1,,,
73523,,X-ray exam hips bi 5/> views,,N1,,,
73525,,Contrast x-ray of hip,,N1,,,
73551,,X-ray exam of femur 1,,N1,,,
73552,,X-ray exam of femur 2/>,,N1,,,
73560,,X-ray exam of knee 1 or 2,,N1,,,
73562,,X-ray exam of knee 3,,N1,,,
73564,,X-ray exam knee 4 or more,,N1,,,
73565,,X-ray exam of knees,,N1,,,
73580,,Contrast x-ray of knee joint,,N1,,,
73590,,X-ray exam of lower leg,,N1,,,
73592,,X-ray exam of leg infant,,N1,,,
73600,,X-ray exam of ankle,,N1,,,
73610,,X-ray exam of ankle,,N1,,,
73615,,Contrast x-ray of ankle,,N1,,,
73620,,X-ray exam of foot,,N1,,,
73630,,X-ray exam of foot,,N1,,,
73650,,X-ray exam of heel,,N1,,,
73660,,X-ray exam of toe(s),,N1,,,
73700,,Ct lower extremity w/o dye,,Z2,1.0655,$57.02,
73701,,Ct lower extremity w/dye,,Z2,1.7808,$95.30,
73702,,Ct lwr extremity w/o&w/dye,,Z2,1.7808,$95.30,
73706,,Ct angio lwr extr w/o&w/dye,,Z2,1.7808,$95.30,
73718,,Mri lower extremity w/o dye,,Z2,2.3751,$127.10,
73719,,Mri lower extremity w/dye,,Z3,,$212.71,
73720,,Mri lwr extremity w/o&w/dye,,Z2,3.7274,$199.47,
73721,,Mri jnt of lwr extre w/o dye,,Z2,2.3751,$127.10,
73722,,Mri joint of lwr extr w/dye,,Z3,,$264.64,
73723,,Mri joint lwr extr w/o&w/dye,,Z2,3.7274,$199.47,
74018,,X-ray exam abdomen 1 view,,N1,,,
74019,,X-ray exam abdomen 2 views,,N1,,,
74021,,X-ray exam abdomen 3+ views,,N1,,,
74022,,X-ray exam complete abdomen,,N1,,,
74150,,Ct abdomen w/o dye,,Z2,1.0655,$57.02,
74160,,Ct abdomen w/dye,,Z2,1.7808,$95.30,
74170,,Ct abdomen w/o & w/dye,,Z2,1.7808,$95.30,
74174,,Ct angio abd&pelv w/o&w/dye,,Z2,3.7274,$199.47,
74175,,Ct angio abdom w/o & w/dye,,Z2,1.7808,$95.30,
74176,,Ct abd & pelvis w/o contrast,,Z3,,$125.82,
74177,,Ct abd & pelv w/contrast,,Z2,3.7274,$199.47,
74178,,Ct abd & pelv 1/> regns,,Z2,3.7274,$199.47,
74181,,Mri abdomen w/o dye,,Z2,2.3751,$127.10,
74182,,Mri abdomen w/dye,,Z2,3.7274,$199.47,
74183,,Mri abdomen w/o & w/dye,,Z2,3.7274,$199.47,
74190,,X-ray exam of peritoneum,,N1,,,
74210,,X-ray xm phrnx&/crv esoph c+,,N1,,,
74220,,X-ray xm esophagus 1cntrst,,N1,,,
74221,,X-ray xm esophagus 2cntrst,,N1,,,
74230,,X-ray xm swlng funcj c+,,Z2,1.7808,$95.30,
74235,,Remove esophagus obstruction,,N1,,,
74240,,X-ray xm upr gi trc 1cntrst,,Z3,,$94.21,
74246,,X-ray xm upr gi trc 2cntrst,,Z2,1.7808,$95.30,
74248,,X-ray sm int f-thru std,,N1,,,
74250,,X-ray xm sm int 1cntrst std,,Z3,,$92.88,
74251,,X-ray xm sm int 2cntrst std,,Z2,1.7808,$95.30,
74261,,Ct colonography dx,,Z2,1.0655,$57.02,
74262,,Ct colonography dx w/dye,,Z2,1.7808,$95.30,
74270,,X-ray xm colon 1cntrst std,,N1,,,
74280,,X-ray xm colon 2cntrst std,,N1,,,
74283,,Ther nma rdctj intus/obstrcj,,Z2,1.7808,$95.30,
74290,,Contrast x-ray gallbladder,,N1,,,
74300,,X-ray bile ducts/pancreas,,N1,,,
74301,,X-rays at surgery add-on,,N1,,,
74328,,X-ray bile duct endoscopy,,N1,,,
74329,,X-ray for pancreas endoscopy,,N1,,,
74330,,X-ray bile/panc endoscopy,,N1,,,
74340,,X-ray guide for gi tube,,N1,,,
74355,,X-ray guide intestinal tube,,N1,,,
74360,,X-ray guide gi dilation,,N1,,,
74363,,X-ray bile duct dilation,,N1,,,
74400,,Urography iv +-kub tomog,,Z2,1.7808,$95.30,
74410,,Urography nfs drip&/bolus,,Z2,1.7808,$95.30,
74415,,Urography nfs drip&/bls w/nf,,Z2,1.7808,$95.30,
74420,,Urography rtrgr +-kub,,Z2,3.7274,$199.47,
74425,,Urography antegrade rs&i,,N1,,,
74430,,Contrast x-ray bladder,,N1,,,
74440,,X-ray male genital tract,,N1,,,
74445,,X-ray exam of penis,,N1,,,
74450,,X-ray urethra/bladder,,N1,,,
74455,,X-ray urethra/bladder,,N1,,,
74470,,X-ray exam of kidney lesion,,N1,,,
74485,,Dilation urtr/urt rs&i,,N1,,,
74712,,Mri fetal sngl/1st gestation,,Z2,2.3751,$127.10,
74713,,Mri fetal ea addl gestation,,N1,,,
74740,,X-ray female genital tract,,N1,,,
74742,,X-ray fallopian tube,,N1,,,
74775,,X-ray exam of perineum,,Z2,2.3751,$127.10,
75557,,Cardiac mri for morph,,Z2,2.3751,$127.10,
75559,,Cardiac mri w/stress img,,Z3,,$282.28,
75561,,Cardiac mri for morph w/dye,,Z2,3.7274,$199.47,
75563,,Card mri w/stress img & dye,,Z3,,$330.54,
75565,,Card mri veloc flow mapping,,N1,,,
75571,,Ct hrt w/o dye w/ca test,,N1,,,
75572,,Ct hrt w/3d image,,Z2,1.7808,$95.30,
75573,,Ct hrt c+ strux cgen hrt ds,,Z2,1.7808,$95.30,
75574,,Ct angio hrt w/3d image,,Z2,1.7808,$95.30,
75600,,Contrast exam thoracic aorta,,N1,,,
75605,,Contrast exam thoracic aorta,,N1,,,
75625,,Contrast exam abdominl aorta,,N1,,,
75630,,X-ray aorta leg arteries,,N1,,,
75635,,Ct angio abdominal arteries,,N1,,,
75705,,Artery x-rays spine,,N1,,,
75710,,Artery x-rays arm/leg,,N1,,,
75716,,Artery x-rays arms/legs,,N1,,,
75726,,Artery x-rays abdomen,,N1,,,
75731,,Artery x-rays adrenal gland,,Z3,,$112.18,
75733,,Artery x-rays adrenals,,N1,,,
75736,,Artery x-rays pelvis,,N1,,,
75741,,Artery x-rays lung,,N1,,,
75743,,Artery x-rays lungs,,N1,,,
75746,,Artery x-rays lung,,Z3,,$93.54,
75756,,Artery x-rays chest,,N1,,,
75774,,Artery x-ray each vessel,,N1,,,
75801,,Lymph vessel x-ray arm/leg,,N1,,,
75803,,Lymph vessel x-ray arms/legs,,Z2,11.5691,$619.11,
75805,,Lymph vessel x-ray trunk,,Z2,28.9238,"$1,547.83",
75807,,Lymph vessel x-ray trunk,,N1,,,
75809,,Nonvascular shunt x-ray,,N1,,,
75810,,Vein x-ray spleen/liver,,Z2,28.9238,"$1,547.83",
75820,,Vein x-ray arm/leg,,N1,,,
75822,,Vein x-ray arms/legs,,Z3,,$79.22,
75825,,Vein x-ray trunk,,N1,,,
75827,,Vein x-ray chest,,N1,,,
75831,,Vein x-ray kidney,,N1,,,
75833,,Vein x-ray kidneys,,N1,,,
75840,,Vein x-ray adrenal gland,,N1,,,
75842,,Vein x-ray adrenal glands,,N1,,,
75860,,Vein x-ray neck,,N1,,,
75870,,Vein x-ray skull,,Z3,,$110.85,
75872,,Vein x-ray skull epidural,,N1,,,
75880,,Vein x-ray eye socket,,N1,,,
75885,,Vein x-ray liver w/hemodynam,,N1,,,
75887,,Vein x-ray liver w/o hemodyn,,Z3,,$85.22,
75889,,Vein x-ray liver w/hemodynam,,N1,,,
75891,,Vein x-ray liver,,N1,,,
75893,,Venous sampling by catheter,,N1,,,
75894,,X-rays transcath therapy,,N1,,,
75898,,Follow-up angiography,,Z2,28.9238,"$1,547.83",
75901,,Remove cva device obstruct,,N1,,,
75902,,Remove cva lumen obstruct,,N1,,,
75970,,Vascular biopsy,,N1,,,
75984,,Xray control catheter change,,N1,,,
75989,,Abscess drainage under x-ray,,N1,,,
76000,,Fluoroscopy <1 hr phys/qhp,,Z3,,$31.29,
76010,,X-ray nose to rectum,,N1,,,
76080,,X-ray exam of fistula,,N1,,,
76098,,X-ray exam surgical specimen,,N1,,,
76100,,X-ray exam of body section,,N1,,,
76120,,Cine/video x-rays,,N1,,,
76125,,Cine/video x-rays add-on,,N1,,,
76145,,Med physic dos eval rad exps,,Z2,5.1949,$278.00,
76376,,3d render w/intrp postproces,,N1,,,
76377,,3d render w/intrp postproces,,N1,,,
76380,,Cat scan follow-up study,,N1,,,
76390,,Mr spectroscopy,,Z2,0.8807,$47.13,
76391,,Mr elastography,,Z2,2.3751,$127.10,
76496,,Unlisted fluoroscopic px,,N1,,,
76497,,Unlisted ct procedure,,N1,,,
76498,,Unlisted mr procedure,,Z2,0.8807,$47.13,
76499,,Unlisted dx radiographic px,,N1,,,
76506,,Echo exam of head,,N1,,,
76510,,Oph us dx b-scan&quan a-scan,,N1,,,
76511,,Oph us dx quan a-scan only,,N1,,,
76512,,Oph us dx b-scan,,N1,,,
76513,,Oph us dx ant sgm us uni/bi,,N1,,,
76514,,Echo exam of eye thickness,,N1,,,
76516,,Echo exam of eye,,N1,,,
76519,,Echo exam of eye,,N1,,,
76529,,Echo exam of eye,,N1,,,
76536,,Us exam of head and neck,,N1,,,
76604,,Us exam chest,,N1,,,
76641,,Ultrasound breast complete,,N1,,,
76642,,Ultrasound breast limited,,N1,,,
76700,,Us exam abdom complete,,Z2,1.0655,$57.02,
76705,,Echo exam of abdomen,,Z2,1.0655,$57.02,
76770,,Us exam abdo back wall comp,,Z2,1.0655,$57.02,
76775,,Us exam abdo back wall lim,,N1,,,
76776,,Us exam k transpl w/doppler,,Z2,1.0655,$57.02,
76800,,Us exam spinal canal,,N1,,,
76801,,Ob us < 14 wks single fetus,,Z2,1.0655,$57.02,
76802,,Ob us < 14 wks addl fetus,,N1,,,
76805,,Ob us >= 14 wks sngl fetus,,Z2,1.0655,$57.02,
76810,,Ob us >= 14 wks addl fetus,,N1,,,
76811,,Ob us detailed sngl fetus,,Z3,,$111.51,
76812,,Ob us detailed addl fetus,,N1,,,
76813,,Ob us nuchal meas 1 gest,,N1,,,
76814,,Ob us nuchal meas add-on,,N1,,,
76815,,Ob us limited fetus(s),,N1,,,
76816,,Ob us follow-up per fetus,,N1,,,
76817,,Transvaginal us obstetric,,N1,,,
76818,,Fetal biophys profile w/nst,,Z2,1.0655,$57.02,
76819,,Fetal biophys profil w/o nst,,Z3,,$58.59,
76820,,Umbilical artery echo,,N1,,,
76821,,Middle cerebral artery echo,,N1,,,
76825,,Echo exam of fetal heart,,Z3,,$203.39,
76826,,Echo exam of fetal heart,,Z3,,$127.49,
76827,,Echo exam of fetal heart,,N1,,,
76828,,Echo exam of fetal heart,,N1,,,
76830,,Transvaginal us non-ob,,Z2,1.0655,$57.02,
76831,,Echo exam uterus,,Z3,,$91.21,
76856,,Us exam pelvic complete,,Z2,1.0655,$57.02,
76857,,Us exam pelvic limited,,Z3,,$31.63,
76870,,Us exam scrotum,,N1,,,
76872,,Us transrectal,,Z2,1.0655,$57.02,
76873,,Echograp trans r pros study,,Z2,1.0655,$57.02,
76881,,Us compl joint r-t w/img,,Z3,,$21.97,
76882,,Us lmtd jt/fcl evl nvasc xtr,,N1,,,
76885,,Us exam infant hips dynamic,,N1,,,
76886,,Us exam infant hips static,,N1,,,
76932,,Echo guide for heart biopsy,,N1,,,
76936,,Echo guide for artery repair,,Z2,3.0424,$162.81,
76937,,Us guide vascular access,,N1,,,
76940,,Us guide tissue ablation,,N1,,,
76941,,Echo guide for transfusion,,N1,,,
76942,,Echo guide for biopsy,,N1,,,
76945,,Echo guide villus sampling,,N1,,,
76946,,Echo guide for amniocentesis,,N1,,,
76948,,Echo guide ova aspiration,,N1,,,
76965,,Echo guidance radiotherapy,,N1,,,
76975,,Gi endoscopic ultrasound,,N1,,,
76977,**,Us bone density measure,,Z3,,$4.99,
76978,,Us trgt dyn mbubb 1st les,,Z2,1.7808,$95.30,
76979,,Us trgt dyn mbubb ea addl,,N1,,,
76981,,Use parenchyma,,Z2,1.0655,$57.02,
76982,,Use 1st target lesion,,Z2,1.0655,$57.02,
76983,,Use ea addl target lesion,,N1,,,
76998,,Us guide intraop,,N1,,,
76999,,Echo examination procedure,,N1,,,
77001,,Fluoroguide for vein device,,N1,,,
77002,,Needle localization by xray,,N1,,,
77003,,Fluoroguide for spine inject,,N1,,,
77011,,Ct scan for localization,,N1,,,
77012,,Ct scan for needle biopsy,,N1,,,
77013,,Ct guide for tissue ablation,,N1,,,
77014,,Ct scan for therapy guide,,N1,,,
77021,,Mri guidance ndl plmt rs&i,,N1,,,
77022,,Mri gdn parnchyma tiss abltj,,N1,,,
77046,,Mri breast c- unilateral,,Z2,2.3751,$127.10,
77047,,Mri breast c- bilateral,,Z2,2.3751,$127.10,
77053,,X-ray of mammary duct,,N1,,,
77054,,X-ray of mammary ducts,,N1,,,
77071,,X-ray stress view,,N1,,,
77072,,X-rays for bone age,,N1,,,
77073,,X-rays bone length studies,,N1,,,
77074,,X-rays bone survey limited,,N1,,,
77075,,X-rays bone survey complete,,N1,,,
77076,,X-rays bone survey infant,,N1,,,
77077,,Joint survey single view,,N1,,,
77078,**,Ct bone density axial,,Z2,0.8807,$47.13,
77080,**,Dxa bone density axial,,Z3,,$31.63,
77081,**,Dxa bone density/peripheral,,Z3,,$24.30,
77084,,Magnetic image bone marrow,,Z2,2.3751,$127.10,
77085,**,Dxa bone density study,,N1,,,
77086,,Fracture assessment via dxa,,N1,,,
77280,,Set radiation therapy field,,Z2,1.3152,$70.38,
77285,,Set radiation therapy field,,Z2,3.5813,$191.65,
77290,,Set radiation therapy field,,Z2,3.5813,$191.65,
77293,,Respirator motion mgmt simul,,N1,,,
77295,,3-d radiotherapy plan,,Z3,,$328.88,
77299,,Unlisted px ther rad tx plng,,Z2,1.3152,$70.38,
77300,,Radiation therapy dose plan,,Z3,,$43.94,
77301,,Radiotherapy dose plan imrt,,Z2,13.4299,$718.69,
77306,,Telethx isodose plan simple,,Z3,,$98.86,
77307,,Telethx isodose plan cplx,,Z3,,$185.08,
77316,,Brachytx isodose plan simple,,Z3,,$195.73,
77317,,Brachytx isodose intermed,,Z2,3.5813,$191.65,
77318,,Brachytx isodose complex,,Z2,3.5813,$191.65,
77321,,Special teletx port plan,,Z3,,$60.91,
77331,,Special radiation dosimetry,,Z3,,$34.29,
77332,,Radiation treatment aid(s),,Z3,,$23.30,
77333,,Radiation treatment aid(s),,Z2,1.3152,$70.38,
77334,,Radiation treatment aid(s),,Z3,,$85.22,
77336,,Radiation physics consult,,Z2,1.3152,$70.38,
77338,,Design mlc device for imrt,,Z2,3.5813,$191.65,
77370,,Radiation physics consult,,Z2,1.3152,$70.38,
77385,,Ntsty modul rad tx dlvr smpl,,Z2,5.7054,$305.32,
77386,,Ntsty modul rad tx dlvr cplx,,Z2,5.7054,$305.32,
77387,,Guidance for radj tx dlvr,,N1,,,
77399,,Unlisted px med radj physics,,Z2,1.3152,$70.38,
77401,,Radiation treatment delivery,,Z3,,$41.27,
77402,,Radiation treatment delivery,,Z2,1.1621,$62.19,
77407,,Radiation treatment delivery,,Z2,2.6047,$139.39,
77412,,Radiation treatment delivery,,Z2,2.6047,$139.39,
77417,,Radiology port images(s),,N1,,,
77423,,Neutron beam tx complex,,Z3,,$32.62,
77424,,Io rad tx delivery by x-ray,,Z2,40.1437,"$2,148.25",
77425,,Io rad tx deliver by elctrns,,Z2,40.1437,"$2,148.25",
77435,,Sbrt management,,N1,,,
77470,,Special radiation treatment,,Z3,,$70.57,
77520,,Proton trmt simple w/o comp,,Z2,5.7054,$305.32,
77522,,Proton trmt simple w/comp,,Z2,13.7495,$735.79,
77523,,Proton trmt intermediate,,Z2,13.7495,$735.79,
77525,,Proton treatment complex,,Z2,13.7495,$735.79,
